,loss,accuracy,val_loss,val_accuracy
0,20.885358810424805,0.9150000214576721,4.228060722351074,0.972000002861023
1,3.643480062484741,0.9739999771118164,3.1988348960876465,0.9779999852180481
2,1.7087196111679077,0.9879999756813049,3.9342234134674072,0.9779999852180481
3,1.5647212266921997,0.9865000247955322,7.572004795074463,0.9620000123977661
4,1.3373751640319824,0.9904999732971191,12.779800415039062,0.9449999928474426
5,0.40988150238990784,0.9955000281333923,4.2845892906188965,0.9779999852180481
6,0.6760374307632446,0.9959999918937683,3.8241870403289795,0.9779999852180481
7,0.47786468267440796,0.9950000047683716,4.270130634307861,0.9760000109672546
8,0.447351336479187,0.9959999918937683,4.9713826179504395,0.972000002861023
9,5.93030208273504e-11,1.0,4.9737067222595215,0.972000002861023
10,0.38640284538269043,0.9959999918937683,6.1046576499938965,0.972000002861023
11,0.33250197768211365,0.9965000152587891,7.602692604064941,0.9660000205039978
12,0.7553486227989197,0.9925000071525574,6.304493427276611,0.968999981880188
13,0.044373735785484314,0.9990000128746033,5.627054214477539,0.972000002861023
14,0.02208453044295311,0.9990000128746033,5.4507036209106445,0.9750000238418579
15,0.011807476170361042,0.9990000128746033,4.868695259094238,0.9769999980926514
16,0.0,1.0,4.868695259094238,0.9769999980926514
17,0.1482711136341095,0.9984999895095825,7.941646575927734,0.968999981880188
18,0.09474408626556396,0.9984999895095825,5.664248943328857,0.9779999852180481
19,0.1582299917936325,0.9990000128746033,6.461508750915527,0.9750000238418579
20,0.0380198210477829,0.9990000128746033,5.989204406738281,0.9800000190734863
21,0.26599499583244324,0.996999979019165,5.254824638366699,0.9789999723434448
22,0.031003562733530998,0.9990000128746033,5.563666820526123,0.9789999723434448
23,0.0,1.0,5.563666820526123,0.9789999723434448
24,1.1961790335938029e-34,1.0,5.563666820526123,0.9789999723434448
25,0.0,1.0,5.563666820526123,0.9789999723434448
26,0.0,1.0,5.563666820526123,0.9789999723434448
27,1.6967356293667327e-30,1.0,5.563666820526123,0.9789999723434448
28,1.939112384587457e-35,1.0,5.563666820526123,0.9789999723434448
29,8.447954003010238e-10,1.0,5.1414713859558105,0.9769999980926514
