,loss,accuracy,val_loss,val_accuracy
0,0.7055133581161499,0.49399998784065247,0.8993897438049316,0.5
1,0.6954329013824463,0.5550000071525574,0.6736319661140442,0.5809999704360962
2,0.7000110149383545,0.5770000219345093,0.6799214482307434,0.5299999713897705
3,0.6660695672035217,0.6054999828338623,0.6584253907203674,0.6019999980926514
4,0.6573336720466614,0.640999972820282,0.6498468518257141,0.6069999933242798
5,0.6314218044281006,0.6520000100135803,0.8436576724052429,0.5519999861717224
6,0.614984929561615,0.671500027179718,0.7714935541152954,0.546999990940094
7,0.6003128290176392,0.6809999942779541,0.5980995297431946,0.6700000166893005
8,0.5965499877929688,0.6875,0.604308009147644,0.6840000152587891
9,0.5933910608291626,0.6930000185966492,0.5556706190109253,0.7110000252723694
10,0.5729212164878845,0.7110000252723694,0.5381399393081665,0.7250000238418579
11,0.5662943720817566,0.7055000066757202,0.813526451587677,0.6420000195503235
12,0.5592095255851746,0.7074999809265137,0.5237941145896912,0.7419999837875366
13,0.5474812388420105,0.7269999980926514,0.9074164628982544,0.6389999985694885
14,0.5248258113861084,0.7429999709129333,0.5401782393455505,0.7369999885559082
15,0.5076984167098999,0.753000020980835,0.5701675415039062,0.7360000014305115
16,0.5155559778213501,0.7515000104904175,0.5395863652229309,0.7200000286102295
17,0.486064076423645,0.7599999904632568,0.5427839756011963,0.7459999918937683
18,0.4748753011226654,0.7774999737739563,0.49545058608055115,0.7829999923706055
19,0.4562735855579376,0.7950000166893005,0.5579675436019897,0.7369999885559082
20,0.48343461751937866,0.7760000228881836,0.6248974204063416,0.7250000238418579
21,0.45223283767700195,0.7894999980926514,0.4821244478225708,0.7879999876022339
22,0.43712157011032104,0.8025000095367432,0.49921587109565735,0.7850000262260437
23,0.4508627951145172,0.7875000238418579,0.4663832485675812,0.8080000281333923
24,0.4438593089580536,0.7904999852180481,0.48414599895477295,0.7839999794960022
25,0.4148978888988495,0.8119999766349792,0.4885849058628082,0.7720000147819519
26,0.40238916873931885,0.8205000162124634,0.5123062133789062,0.7940000295639038
27,0.4187203049659729,0.8059999942779541,0.6684949398040771,0.7149999737739563
28,0.39845186471939087,0.815500020980835,0.4953305125236511,0.8050000071525574
29,0.4037548005580902,0.8270000219345093,0.5188958048820496,0.8080000281333923
30,0.3959793746471405,0.8274999856948853,0.44147923588752747,0.8230000138282776
31,0.39369997382164,0.824999988079071,0.611365795135498,0.7110000252723694
32,0.37146446108818054,0.8464999794960022,0.7168893814086914,0.7630000114440918
33,0.3841955363750458,0.8309999704360962,0.46345055103302,0.8389999866485596
34,0.35630935430526733,0.8460000157356262,0.5582984685897827,0.7979999780654907
35,0.35953405499458313,0.843999981880188,0.6564074754714966,0.7080000042915344
36,0.3595433235168457,0.8410000205039978,0.47790542244911194,0.8190000057220459
37,0.328934907913208,0.8544999957084656,0.464080274105072,0.8149999976158142
38,0.3274919390678406,0.859000027179718,0.4942692816257477,0.8199999928474426
39,0.3354535698890686,0.8600000143051147,0.4951094090938568,0.8299999833106995
40,0.3244161903858185,0.8560000061988831,0.6533225178718567,0.7720000147819519
41,0.3128949701786041,0.8679999709129333,0.5455698370933533,0.8069999814033508
42,0.31289711594581604,0.859499990940094,0.45948317646980286,0.8240000009536743
43,0.2861635386943817,0.8820000290870667,0.4930437505245209,0.8080000281333923
44,0.3039570152759552,0.8794999718666077,1.3459631204605103,0.7020000219345093
45,0.3056865930557251,0.8765000104904175,0.5587388873100281,0.7689999938011169
46,0.298582524061203,0.8794999718666077,0.5145787000656128,0.8040000200271606
47,0.292511522769928,0.8880000114440918,0.5326589345932007,0.8050000071525574
48,0.26012468338012695,0.8930000066757202,0.6278579235076904,0.8199999928474426
49,0.27276116609573364,0.8889999985694885,0.49037647247314453,0.8370000123977661
