,loss,accuracy,val_loss,val_accuracy
0,1.9519644975662231,0.9088996648788452,0.6380653381347656,0.9426968693733215
1,0.40403392910957336,0.9306856393814087,0.1984700858592987,0.9451012015342712
2,0.22343121469020844,0.9355436563491821,0.2190924435853958,0.9258665442466736
3,0.2149919718503952,0.9397004842758179,0.1959499716758728,0.9555199146270752
4,0.21558794379234314,0.9431561827659607,0.18918393552303314,0.9509116411209106
5,0.21389614045619965,0.9427054524421692,0.24022506177425385,0.9563213586807251
6,0.21679766476154327,0.943056046962738,0.23000478744506836,0.9529152512550354
7,0.21422208845615387,0.943757176399231,0.23303340375423431,0.9545181393623352
8,0.22189784049987793,0.9436570405960083,0.20778529345989227,0.9531155824661255
9,0.21185174584388733,0.9448089599609375,0.2948507070541382,0.9004207849502563
10,0.22341875731945038,0.9434567093849182,0.23329928517341614,0.9398918151855469
11,0.2117862105369568,0.9464115500450134,0.23658354580402374,0.9527148604393005
12,0.22191554307937622,0.9443081021308899,0.22543026506900787,0.9495091438293457
13,0.218716099858284,0.9448590278625488,0.36981838941574097,0.939090371131897
14,0.22281688451766968,0.9458606839179993,0.1937055140733719,0.9465036988258362
15,0.22276939451694489,0.9451594948768616,0.20231348276138306,0.9499098658561707
16,0.22709548473358154,0.9455601572990417,0.2025395631790161,0.9457022547721863
17,0.22679591178894043,0.9453097581863403,0.2879730761051178,0.9268683791160583
18,0.22417700290679932,0.9456102848052979,0.20833276212215424,0.9455019235610962
19,0.22767119109630585,0.9455100893974304,0.29231327772140503,0.9362853169441223
20,0.227472186088562,0.9461110830307007,0.24216510355472565,0.9515126943588257
21,0.22909416258335114,0.9473631381988525,0.24144282937049866,0.9430975914001465
22,0.22916513681411743,0.9448590278625488,0.2734306752681732,0.9408935904502869
23,0.22610968351364136,0.9476636648178101,0.26791903376579285,0.9422961473464966
24,0.22648724913597107,0.9482145309448242,0.2475481927394867,0.9473051428794861
25,0.22897449135780334,0.945259690284729,0.2545322775840759,0.9507113099098206
26,0.23017211258411407,0.94746333360672,0.29497799277305603,0.9453015327453613
27,0.2354155033826828,0.9459608197212219,0.2718408405780792,0.9463033676147461
28,0.22584013640880585,0.947813868522644,0.3076707720756531,0.9469044208526611
29,0.23326513171195984,0.9482145309448242,0.3747991919517517,0.9422961473464966
